"RowNumber","Institutional code","Name of Organisation","Country","City"
"1020","E  MADRID124","INSTITUTO DE EDUCACIÓN SECUNDARIA BARRIO DE BILBAO","ES","MADRID"
"1021","E  MADRID125","IES CARLOS BOUSOÑO","ES","MAJADAHONDA"
"1022","E  MADRID127","IES LEONARDO DA VINCI","ES","MADRID"
"1023","E  MADRID129","IES ALPAJES","ES","ARANJUEZ, MADRID"
"1024","E  MADRID130","IES LAZARO CARDENAS","ES","COLLADO VILLALBA"
"1025","E  MADRID132","IES PARQUE ALUCHE","ES","MADRID"
"1026","E  MADRID133","I.E.S. MIRASIERRA","ES","MADRID"
"1027","E  MADRID134","INSTITUTO DE ENSEÑANZA SECUNDARIA SAN BLAS","ES","MADRID"
"1028","E  MADRID135","INSTITUTO DE EDUCACION SECUNDARIA "SANTA ENGRACIA"","ES","MADRID"
"1029","E  MADRID136","IES ÁGORA","ES","ALCOBENDAS"
"1030","E  MADRID138","COLEGIO SANTA ANA Y SAN RAFAEL (FEMDL)","ES","MADRID"
"1031","E  MADRID14","UNIVERSIDAD CARLOS III DE MADRID ","ES","Getafe, Madrid "
"1032","E  MADRID141","IES  RENACIMIENTO","ES","MADRID"
"1033","E  MADRID144","ISTITUTO EUROPEO DI DESIGN MADRID","ES","Madrid"
"1034","E  MADRID145","CIFP. ESCUELA DE HOSTELERIA Y TURISMO SIMONE ORTEGA","ES","MÓSTOLES (MADRID)"
"1035","E  MADRID146","IES ENRIQUE TIERNO GALVÁN","ES","MADRID"
"1036","E  MADRID148","GREDOS SAN DIEGO LAS SUERTES","ES","MADRID"
"1037","E  MADRID149","I.E.S. CIUDAD DE JAÉN","ES","MADRID"
"1038","E  MADRID150","ESCUELA DE ARTE 12 "DISEÑO INDUSTRIAL"","ES","MADRID"
"1039","E  MADRID151","I.E.S. FRANCISCO DE QUEVEDO","ES","MADRID"
"1040","E  MADRID153","ESCUELA SUPERIOR DE DISEÑO DE MADRID","ES","MADRID"
"1041","E  MADRID155","IES PINTOR ANTONIO LOPEZ","ES","TRES CANTOS"
"1042","E  MADRID157","IES MORATALAZ","ES","MADRID"
"1043","E  MADRID159","IES JIMENA MENÉNDEZ PIDAL","ES","FUENLABRADA"
"1044","E  MADRID162","ESCUELA DE ARTE 3","ES","MADRID"
"1045","E  MADRID164","IES ESCUELA DE HOSTELERIA DE ALCALA DE HENARES ","ES","ALCALÁ DE HENARES "
"1046","E  MADRID166","CENTRO ESPAÑOL DE NUEVAS PROFESIONES","ES","MADRID"
"1047","E  MADRID17","UNIVERSIDAD 'ALFONSO X EL SABIO' ","ES","VILLANUEVA DE LA CAÑADA"
"1048","E  MADRID18","UNIVERSIDAD EUROPEA DE MADRID ","ES","VILLAVICIOSA DE ODÓN, MADRID"
"1049","E  MADRID19","REAL ESCUELA SUPERIOR DE ARTE DRAMATICO (RESAD)","ES","Madrid"
"1050","E  MADRID21","UNIVERSIDAD CEU SAN PABLO","ES","Madrid"
"1051","E  MADRID25","ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES (ESCRBC)","ES","MADRID"
"1052","E  MADRID26","UNIVERSIDAD REY JUAN CARLOS","ES","MOSTOLES, MADRID"
"1053","E  MADRID27","REAL CONSERVATORIO SUPERIOR DE MUSICA DE MADRID","ES","MADRID"
"1054","E  MADRID28","UNIVERSIDAD FRANCISCO DE VITORIA","ES","Pozuelo de Alarcon (Madrid)"
"1055","E  MADRID30","IES  PRADO DE SANTO DOMINGO","ES","ALCORCON (MADRID)"
"1056","E  MADRID31","IES CARMEN CONDE","ES","Las Rozas de Madrid"
"1057","E  MADRID33","UNIVERSIDAD CAMILO JOSÉ CELA","ES","MADRID"
"1058","E  MADRID35","IES SAN JUAN DE LA CRUZ","ES","POZUELO DE ALARCÓN (MADRID)"
"1059","E  MADRID36","ESCUELAS PROFESIONALES PADRE PIQUER","ES","MADRID"
"1060","E  MADRID37","I.E.S. ALARNES","ES","Getafe (Madrid)"
"1061","E  MADRID38","IES JUAN DE MAIRENA","ES","SAN SEBASTIAN DE LOS REYES"
"1062","E  MADRID39","CEU-INSTITUTO DE ESTUDIOS TECNOLOGICOS Y PROFESIONALES","ES","Madrid"
"1063","E  MADRID40","IES TETUAN DE LAS VICTORIAS","ES","MADRID"
"1064","E  MADRID41","IES CIUDAD ESCOLAR","ES","Madrid"
"1065","E  MADRID42","IES MARIA DE ZAYAS Y SOTOMAYOR","ES","Majadahonda (Madrid)"
"1066","E  MADRID43","I.E.S.ESCUELA DE LA VID E I. L. DE MADRID","ES","MADRID"
"1067","E  MADRID44","INSTITUTO DE ENSEÑANZA SECUNDARIA BENJAMIN RUA","ES","MOSTOLES (MADRID)"
"1068","E  MADRID47","INSTITUTO TECNOLÓGICO Y GRÁFICO TAJAMAR","ES","MADRID"
"1069","E  MADRID51","IES LAGUNA DE JOATZEL","ES","GETAFE (MADRID) "
"1070","E  MADRID53","IES VILLABLANCA","ES","MADRID"
"1071","E  MADRID56","ESCUELA SUPERIOR DE HOSTELERÍA Y TURISMO. MADRID","ES","MADRID"
"1072","E  MADRID57","ESCUELA DE ARTE 10","ES","Madrid"
"1073","E  MADRID58","IES JULIO VERNE","ES","LEGANÉS -MADRID-"
"1074","E  MADRID62","IES EL ESCORIAL","ES","El Escorial (Madrid)"
"1075","E  MADRID63","IES PALOMERAS-VALLECAS","ES","MADRID"
"1076","E  MADRID64","CENTRO DE FORMACIÓN PROFESIONAL INSTITUTO VILLAVERDE","ES","MADRID"
"1077","E  MADRID66","I.E.S.CLARA DEL REY","ES","MADRID"
"1078","E  MADRID67","IES PUERTA BONITA","ES","MADRID"
"1079","E  MADRID69","IES PRINCIPE FELIPE","ES","MADRID"
"1080","E  MADRID73","IES FRANCISCO TOMÁS Y VALIENTE","ES","MADRID"
"1081","E  MADRID74","IES VIRGEN DE LA PALOMA","ES","MADRID"
"1082","E  MADRID76","CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL EN NUEVAS TECNOLOGÍAS DE LA COMUNIDAD DE MADRID "JOSE LUIS GARCI"","ES","ALCOBENDAS (MADRID)"
"1083","E  MADRID78","IES LAS CANTERAS","ES","COLLADO VILLALBA"
"1084","E  MADRID79","INSTITUTO DE ENSEÑANZA SECUNDARIA SATAFI","ES","GETAFE (MADRID)"
"1085","E  MADRID80","IES ANTONIO DE NEBRIJA","ES","MÓSTOLES - MADRID"
"1086","E  MADRID81","IES SIGLO XXI","ES","LEGANÉS"
"1087","E  MADRID82","IES CENTRO DE CAPACITACION AGRARIA","ES","VILLAVICIOSA DE ODON (MADRID)"
"1088","E  MADRID85","I.E.S. LUIS BUÑUEL","ES","MOSTOLES (MADRID)"
"1089","E  MADRID86","I.E.S. LUIS VIVES","ES","LEGANES (MADRID)"
"1090","E  MADRID89","IES ISLAS FILIPINAS","ES","MADRID"
"1091","E  MADRID90","IES EL LAGO","ES","MADRID"
"1092","E  MADRID93","I.E.S. ROSA CHACEL (MADRID) ","ES","MADRID"
"1093","E  MADRID94","IES HOTEL-ESCUELA","ES","MADRID"
"1094","E  MADRID95","CIFP PROFESOR RAÚL VÁZQUEZ","ES","MADRID"
"1095","E  MADRID96","IES MANUEL DE FALLA","ES","COSLADA - MADRID"
"1096","E  MADRID97","NUESTRA SEÑORA DEL PILAR","ES","MADRID"
"1097","E  MADRID98","IES ALONSO DE AVELLANEDA","ES","ALCALA DE HENARES"
"1098","E  MADRID99","IES ANTONIO MACHADO","ES","ALCALÁ DE HENARES"
"1099","E  MALAGA01","UNIVERSIDAD DE MALAGA          ","ES","Malaga"
"1100","E  MALAGA02","CONSERVATORIO SUPERIOR DE MUSICA DE MALAGA","ES","MALAGA"
"1101","E  MALAGA03","ESCUELA SUPERIOR DE ARTE DRAMATICO DE MALAGA","ES","MALAGA"
"1102","E  MALAGA04","IES "CANOVAS DEL CASTILLO"","ES","MÁLAGA"
"1103","E  MALAGA05","CES. SANTA MARÍA DE LOS ÁNGELES","ES","MALAGA"
"1104","E  MALAGA06","IES "POLITECNICO JESUS MARIN"","ES","MALAGA"
"1105","E  MALAGA08","I.E.S. MIGUEL ROMERO ESTEO","ES","MÁLAGA"
"1106","E  MALAGA09","I.E.S. MARIA ZAMBRANO","ES","Torre del Mar"
"1107","E  MALAGA15","IES MONTERROSO","ES","ESTEPONA"
"1108","E  MALAGA16","IES SANTA BÁRBARA","ES","MÁLAGA"
"1109","E  MALAGA18","IES GUADALPIN","ES","MARBELLA"
"1110","E  MALAGA19","IES JACARANDA","ES","CHURRIANA-MALAGA"
"1111","E  MALAGA21","CONSERVATORIO SUPERIOR DE DANZA DE MÁLAGA","ES","MÁLAGA"
"1112","E  MALAGA22","CDP SAN BARTOLOMÉ","ES","MÁLAGA"
"1113","E  MALAGA24","INSTITUTO EDUCACIÓN SECUNDARIA VEGA DE MIJAS ","ES","LAS LAGUNAS- MIJAS-MÁLAGA"
"1114","E  MALAGA25"," I.E.S. SANTIAGO RAMÓN Y CAJAL ","ES","FUENGIROLA"
"1115","E  MALAGA26","IES UNIVERSIDAD LABORAL DE MÁLAGA","ES","MALAGA"
"1116","E  MALAGA27","CENTRO DE EDUCACION SECUNDARIA SAN JOSE. FUNDACION LOYOLA ANDALUCIA Y CANARIAS","ES","MALAGA"
"1117","E  MALAGA29","IES CAMPANILLAS","ES","MALAGA"
"1118","E  MALAGA31","SAFA-ICET(SAGRADA FAMILIA-ICET)","ES","MALAGA"
"1119","E  MATARO01","FUNDACIÓ TECNOCAMPUS MATARÓ-MARESME","ES","MATARO"
"1120","E  MERIDA01","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE MÉRIDA","ES","MÉRIDA"
"1121","E  MONDRAG01","MONDRAGON UNIBERTSITATEA","ES","MONDRAGON"
"1122","E  MONDRAG02","MONDRAGON GOI ESKOLA POLITEKNIKOA","ES","MONDRAGON"
"1123","E  MURCIA01","UNIVERSIDAD DE MURCIA ","ES","Murcia"
"1124","E  MURCIA02","CONSERVATORIO SUPERIOR DE MÚSICA DE MURCIA "MANUEL MASSOTTI LITTEL"","ES","Murcia"
"1125","E  MURCIA04","UNIVERSIDAD POLITECNICA DE CARTAGENA","ES","CARTAGENA"
"1126","E  MURCIA05","UNIVERSIDAD CATOLICA SAN ANTONIO DE MURCIA","ES","Murcia"
"1127","E  MURCIA06","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE MURCIA-EASD MURCIA","ES","MURCIA"
"1128","E  MURCIA08","INSTITUTO DE EDUCACION SECUNDARIA CARLOS III","ES","Cartagena"
"1129","E  MURCIA09","IES POETA JULIAN ANDUGAR","ES","Santomera"
"1130","E  MURCIA10","INSTITUTO EDUCACIÓN SECUNDARIA "MEDITERRÁNEO"","ES","CARTAGENA"
"1131","E  MURCIA11","INSTITUTO DE EDUCACIÓN SECUNDARIA "POLITÉCNICO"","ES","CARTAGENA"
"1132","E  MURCIA12","IES LA FLOTA","ES","MURCIA"
"1133","E  MURCIA14","IES PRÍNCIPE DE ASTURIAS","ES","LORCA"
"1134","E  MURCIA19","IES JOSÉ PLANES","ES","ESPINARDO, MURCIA"
"1135","E  MURCIA23","INSTITUTO DE ENSEÑANZA SECUNDARIA SAN JUAN BOSCO","ES","LORCA - MURCIA"
"1136","E  MURCIA25","ESCUELA SUPERIOR DE ARTE DRAMÁTICO","ES","MURCIA"
"1137","E  MURCIA26","INSTITUTO DE ENSEÑANZA SECUNDARIA (IES) INGENIERO DE LA CIERVA","ES","MURCIA"
"1138","E  MURCIA28","IES SIERRA MINERA","ES","LA UNIÓN"
"1139","E  MURCIA30","IES MANUEL TARRAGA ESCRIBANO","ES","SAN PEDRO DEL PINATAR"
"1140","E  MURCIA35","INSTITUTO DE EDUCACIÓN SECUNDARIA EL BOHIO","ES","CARTAGENA"
"1141","E  MURCIA37","COLEGIO PARRA","ES","MURCIA"
"1142","E  MURCIA41","ESCUELA SUPERIOR DE DISEÑO DE LA REGIÓN DE MURCIA","ES","MURCIA"
"1143","E  MURCIA42","I.E.S. MIGUEL DE CERVANTES","ES","MURCIA"
"1144","E  MURCIA43","CENTRO DE ENSEÑANZA SECUNDARIA SEVERO OCHOA","ES","LOS GARRES, MURCIA"
"1145","E  MURCIA46","CENTRO INTEGRADO DE FORMACION PROFESIONAL DE LORCA","ES","LORCA (MURCIA)"
"1146","E  MURCIA47","INSTITUTO DE ENSEÑANZA SECUNDARIA GINÉS PÉREZ CHIRINOS","ES","CARAVACA DE LA CRUZ -MURCIA-"
"1147","E  MURCIA49","CIFP HOSTELERIA Y TURISMO DE CARTAGENA","ES","CARTAGENA"
"1148","E  ORENSE02","IES VILAMARIN","ES","VILAMARIN"
"1149","E  ORENSE03","CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL A GRANXA","ES","PONTEAREAS - PONTEVEDRA"
"1150","E  ORENSE04","IES MANUEL CHAMOSO LAMAS","ES","O CARBALLIÑO"
"1151","E  ORENSE05","I.E.S. CIDADE DE ANTIOQUÍA","ES","XINZO DE LIMIA"
"1152","E  ORENSE06","EASD ANTONIO FAÍLDE","ES","OURENSE (A CUÑA)"
"1153","E  OVIEDO01","UNIVERSIDAD DE OVIEDO ","ES","OVIEDO"
"1154","E  OVIEDO03","CONSERVATORIO SUPERIOR DE MÚSICA "EDUARDO MARTÍNEZ TORNER" DEL PRINCIPADO DE ASTURIAS","ES","OVIEDO"
"1155","E  OVIEDO06","IES ARAMO","ES","OVIEDO"
"1156","E  OVIEDO07","IES NOREÑA","ES","NOREÑA"
"1157","E  OVIEDO08","IES ALFONSO II","ES","OVIEDO- ASTURIAS"
"1158","E  OVIEDO09","CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL"CERDEÑO"","ES","OVIEDO"
"1159","E  OVIEDO15","ESCUELA DE ARTE DE OVIEDO","ES","OVIEDO"
"1160","E  OVIEDO18","IES ISLA DE LA DEVA","ES","PIEDRAS BLANCAS"
"1161","E  OVIEDO20","IES VALLE DE ALLER","ES","MOREDA DE ALLER"
"1162","E  PALENCI01","IES VIRGEN DE LA CALLE","ES","PALENCIA"
"1163","E  PALENCI02","IES S.M. LA REAL","ES","AGUILAR DE CAMPOO - PALENCIA"
"1164","E  PALENCI03","CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL CAMINO DE LA MIRANDA","ES","PALENCIA"
"1165","E  PALENCI06","IES TRINIDAD ARROYO","ES","PALENCIA"
"1166","E  PALENCI09","ESCUELA DE ARTE Y SUPERIOR DE CONSERVACION Y RESTAURACION DE BIENES CULTURALES.MARIANO TIMON ","ES","PALENCIA"
"1167","E  PALMA01","UNIVERSITAT DE LES ILLES BALEARS","ES","Palma"
"1168","E  PALMA04","IES POLITECNIC","ES","Palma"
"1169","E  PALMA07","IES SON RULLAN","ES","PALMA"
"1170","E  PALMA08","IES PASQUAL CALBÓ I CALDÉS","ES","MAÓ"
"1171","E  PALMA11","IES Ramon Llull","ES","Palma de Mallorca (I.Balears)"
"1172","E  PALMA13","I.E.S. PAU CASESNOVES","ES","Inca"
"1173","E  PALMA15","IES FRANCESC DE BORJA MOLL","ES","Palma de Mallorca"
"1174","E  PALMA17","ESCOLA SUPERIOR DE DISSENY DE LES ILLES BALEARS","ES","PALMA DE MALLORCA"
"1175","E  PALMA18","IES BENDINAT","ES","CALVIA (MALLORCA)"
"1176","E  PALMA20","IES LLUCMAJOR","ES","LLUCMAJOR"
"1177","E  PALMA23","IES NA CAMEL·LA","ES","MANACOR"
"1178","E  PALMA25","ESCOLA SUPERIOR D'ART DRAMÀTIC DE LES ILLES BALEARS","ES","PALMA"
"1179","E  PALMA27","CONSERVATORI SUPERIOR DE MÚSICA DE LES ILLES BALEARS","ES","PALMA DE MALLORCA"
"1180","E  PALMA31","IES ANTONI MAURA","ES","PALMA DE MALLORCA"
"1181","E  PAMPLON01","UNIVERSIDAD DE NAVARRA ","ES","PAMPLONA"
"1182","E  PAMPLON02","UNIVERSIDAD PUBLICA  DE NAVARRA ","ES","PAMPLONA"
"1183","E  PAMPLON04","INSTITUTO DE EDUCACION SECUNDARIA "TOKI ONA"","ES","IRUN"
"1184","E  PAMPLON06","I.E.S. LEKAROZ-ELIZONDO B.H.I (FP DE ELIZONDO)","ES","ELIZONDO (NAVARRA)"
"1185","E  PAMPLON07","CIP VIRGEN DEL CAMINO","ES","PAMPLONA"
"1186","E  PAMPLON08","CIP DONAPEA","ES","Pamplona"
"1187","E  PAMPLON09","IES SAN JUAN DONIBANE","ES","PAMPLONA (NAVARRA)"
"1188","E  PAMPLON10","CENTRO INTEGRADO "ESCUELA SANITARIA TÉCNICO PROFESIONAL DE NAVARRA - ESTNA"","ES","Pamplona"
"1189","E  PAMPLON11","INSTITUTO CUATROVIENTOS S. COOP","ES","PAMPLONA"
"1190","E  PAMPLON12","INSTITUTO DE EDUCACIÓN SECUNDARIA MARÍA ANA SANZ","ES","PAMPLONA"
"1191","E  PAMPLON13","I.E.S. AGROFORESTAL . PAMPLONA ( NAVARRA ) ","ES","Pamplona"
"1192","E  PAMPLON17 ","CONSERVATORIO SUPERIOR DE MÚSICA DE NAVARRA","ES","PAMPLONA - NAVARRE"
"1193","E  PAMPLON19","I.E.S. POLITÉCNICO TAFALLA","ES","TAFALLA -NAVARRA-"
"1194","E  PONTEVE01","CIFP CARLOS OROZA","ES","PONTEVEDRA"
"1195","E  PONTEVE02","IES RIBEIRA DO LOURO","ES","O PORRIÑO"
"1196","E  PONTEVE03","IES LUIS SEOANE","ES","PONTEVEDRA"
"1197","E  PONTEVE04","IES CHAN DO MONTE","ES","MARIN"
"1198","E  PONTEVE06","IES PINTOR COLMEIRO","ES","SILLEDA - PONTEVEDRA"
"1199","E  SALAMAN01","UNIVERSIDAD PONTIFICIA DE SALAMANCA","ES","SALAMANCA"
"1200","E  SALAMAN02","UNIVERSIDAD DE SALAMANCA ","ES","Salamanca"
"1201","E  SALAMAN03","CONSERVATORIO SUPERIOR DE MÚSICA DE SALAMANCA","ES","SALAMANCA"
"1202","E  SALAMAN08","IES VENANCIO BLANCO","ES","SALAMANCA"
"1203","E  SALAMAN09","IES RODRÍGUEZ FABRÉS","ES","SALAMANCA"
"1204","E  SALAMAN10","IES MARTINEZ URIBARRI","ES","SALAMANCA"
"1205","E  SALAMAN11","I.E.S. "FERNANDO DE ROJAS"","ES","SALAMANCA"
"1206","E  SALAMAN13","CENTRO INTEGRADO DE FORMACION PROFESIONAL RIO TORMES","ES","SALAMANCA"
"1207","E  SALAMAN14","INSTITUTO DE ENSEÑANZAS APLICADAS","ES","SALAMANCA"
"1208","E  SALAMAN16","ESCUELA DE ARTE Y SUPERIOR DE CONSERVACION Y RESTAURACION DE BIENES CULTURALES DE SALAMANCA","ES","SALAMANCA"
"1209","E  SALAMAN17","IES TORRES VILLARROEL","ES","SALAMANCA"
"1210","E  SAN-SEB01","CENTRO SUPERIOR DE MUSICA DEL PAIS VASCO - MUSIKENE","ES","Donostia-san Sebastian"
"1211","E  SAN-SEB02","CEBANC","ES","San Sebastian"
"1212","E  SAN-SEB03","I.E.F.P.S. POLITECNICO EASO POLITEKNIKOA G.L.H.B.I.","ES","SAN SEBASTIAN DONOSTIA"
"1213","E  SAN-SEB04","NAZARET ZENTROA","ES","San Sebastian"
"1214","E  SAN-SEB05","ESCUELA SUPERIOR DE HOSTELERIA DE GIPUZKOA-CDEA","ES","San Sebastian"
"1215","E  SAN-SEB06","CEINPRO","ES","SAN SEBASTIAN"
"1216","E  SAN-SEB07","TOLOSAKO INMAKULADA IKASTETXEA S.COOP","ES","TOLOSA"
"1217","E  SAN-SEB08","IES HERNANI BHI","ES","HERNANI"
"1218","E  SAN-SEB09","IEFPS MIGUEL ALTUNA","ES","BERGARA"
"1219","E  SAN-SEB10","INSTITUTO MONTE ALBERTIA","ES","ZARAUTZ"
"1220","E  SAN-SEB11","LEIZARAN INSTITUTUA (LANBIDE HEZIKETA)- INSTITUTO LEIZARAN (FORMACION PROFESIONAL)","ES","Andoain (Gipuzkoa)"
"1221","E  SAN-SEB12","IEFPS USURBIL GLHBI","ES","Usurbil"
"1222","E  SAN-SEB14","Instituto Superior de Formacion Profesional TOLOSALDEA GLHBI","ES","Tolosa"
"1223","E  SAN-SEB15","ESCUELA DE CINE Y VIDEO ","ES","ANDOAIN"
"1224","E  SAN-SEB16","SALESIANOS URNIETA","ES","URNIETA"
"1225","E  SAN-SEB18","LA SALLE BERROZPE IKASTETXEA","ES","ANDOAIN"
"1226","E  SAN-SEB19","C.P.E.S. IRUNGO LA SALLE","ES","Irun"
"1227","E  SAN-SEB20","GOIERRI LANBIDE ESKOLA","ES","ORDIZIA"
"1228","E  SAN-SEB21","OÑATI GESTIO HEZIKETA","ES","OÑATI"
"1229","E  SAN-SEB22","UROLA GARAIKO LANBIDE ESKOLA","ES","ZUMARRAGA"
"1230","E  SAN-SEB23","OTEITZA LIZEO POLITEKNIKOA","ES","Zarautz"
"1231","E  SAN-SEB26","IES ZUMAIA BHI","ES","ZUMAIA"
"1232","E  SAN-SEB27","IEFPS BIDASOA GLHBI","ES","IRUN"
"1233","E  SAN-SEB28","ELGOIBAR BH INSTITUTUA","ES","Elgoibar"
"1234","E  SAN-SEB29","IEFPS DON BOSCO GLHBI","ES","ERRENTERIA GIPUZKOA"
"1235","E  SAN-SEB30","INSTITUTO  DE EDUCACIÓN SECUNDARIA PLAIAUNDI","ES","IRUN"
"1236","E  SAN-SEB31","MUTRIKUKO INSTITUTUA","ES","MUTRIKU. BASQUE COUNTRY"
"1237","E  SAN-SEB32","OIANGUREN","ES","Ordizia"
"1238","E  SAN-SEB33","IMH Instituto de Maquina Herramienta ","ES","Elgoibar, Gipuzkoa"
"1239","E  SAN-SEB34","CENTRO DE ESTUDIOS A.E.G.","ES","SAN SEBASTIAN"
"1240","E  SAN-SEB36","IES UROLA IKASTOLA AZKOITIA-AZPEITIA BHI","ES","AZKOITIA (GIPUZKOA) BASQUE COUNTRY"
"1241","E  SAN-SEB38","IES ZUBIRIMANTEO BHI","ES","DONOSTIA-SAN SEBASTIAN"
"1242","E  SAN-SEB39","CENTRO AUTORIZADO DE ARTES PLASTICAS Y DISEÑO KUNSTHAL","ES","IRUN"
"1243","E  SAN-SEB40","MARIAREN LAGUNDIA IKASTOLA","ES","BERGARA-GIPUZKOA"
"1244","E  SAN-SEB42","I.E.S. UNI EIBAR-ERMUA B.H.I.","ES","EIBAR"
"1245","E  SANTAND01","UNIVERSIDAD DE CANTABRIA ","ES","Santander"
"1246","E  SANTAND03","DECROLY, S.L.","ES","Santander"
"1247","E  SANTAND06","CENTRO INTEGRADO DE F.P.NUMERO UNO","ES","Santander (Cantabria)"
"1248","E  SANTAND07","I.E.S. LAS LLAMAS","ES","SANTANDER"
"1249","E  SANTAND08","INSTITUTO DE ENSEÑANZA SECUNDARIA I.E.S. AUGUSTO GONZALEZ DE LINARES","ES","Santander, Cantabria"
"1250","E  SANTAND09","INSTITUTO ENSEÑANZA SECUNDARIA IES PEÑACASTILLO","ES","Santander"
"1251","E  SANTAND10","IES SANTA CLARA","ES","SANTANDER CANTABRIA"
"1252","E  SANTAND14","I.E.S. RICARDO BERNARDO","ES","Valdecilla. Cantabria"
"1253","E  SANTAND16","I.E.S. "JOSE DEL CAMPO"","ES","AMPUERO (CANTABRIA)"
"1254","E  SANTAND18","IES "MANUEL GUTIERREZ ARAGON"","ES","VIERNOLES, CANTABRIA"
"1255","E  SANTAND21","INSTITUTO DE ENSEÑANZA SECUNDARIA IES "MONTESCLAROS" ","ES","REINOSA"
"1256","E  SANTAND23","INSTITUTO DE ENSEÑANZA SECUNDARIA IES VALLE DE CAMARGO","ES","Cantabria"
"1257","E  SANTAND24","I.E.S. LA ALBERICIA","ES","SANTANDER "
"1258","E  SANTAND25","INSTITUTO DE ENSEÑANZA SECUNDARIA FORAMONTANOS","ES","CABEZÓN DE LA SAL"
"1259","E  SANTAND27","IES ESTELAS DE CANTABRIA","ES","LOS CORRALES DE BUELNA (CANTABRIA)"
"1260","E  SANTAND28","INSTITUTO DE EDUCACIÓN SECUNDARIA ZAPATÓN","ES","TORRELAVEGA (CANTABRIA)"
"1261","E  SANTIAG01","UNIVERSIDAD DE SANTIAGO DE COMPOSTELA","ES","Santiago de Compostela"
"1262","E  SANTIAG02","ESCOLA DE ARTE E SUPERIOR DE DESEÑO "MESTRE MATEO"","ES","Santiago de Compostela"
"1263","E  SANTIAG03","IES AS FONTINAS","ES","Santiago de Compostela"
"1264","E  SANTIAG04","C.I.F.P. POLITÉCNICO SANTIAGO","ES","SANTIAGO DE COMPOSTELA-A CORUÑA"
"1265","E  SANTIAG05","IES ROSALÍA DE CASTRO","ES","SANTIAGO DE COMPOSTELA"
"1266","E  SANTIAG06","IES PONTEPEDRIÑA","ES","SANTIAGO DE COMPOSTELA"
"1267","E  SANTIAG08","CIFP COMPOSTELA","ES","SANTIAGO DE COMPOSTELA"
"1268","E  SEGOVIA01","IE UNIVERSIDAD","ES","Segovia"
"1269","E  SEGOVIA04","IES MARIA MOLINER","ES","SEGOVIA"
"1270","E  SEGOVIA05","IES EZEQUIEL GONZALEZ","ES","SEGOVIA"
"1271","E  SEGOVIA06","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO DE SEGOVIA","ES","SEGOVIA"
"1272","E  SEGOVIA08","IES LA ALBUERA","ES","SEGOVIA"
"1273","E  SEGOVIA09","ESCUELA SUPERIOR DEL VIDRIO DE SEGOVIA","ES","SAN ILDEFONSO"
"1274","E  SEGOVIA10","CENTRO INTEGRADO DE FOMACIÓN PROFESIONAL DE SEGOVIA","ES","SEGOVIA"
"1275","E  SEVILLA01","UNIVERSIDAD DE SEVILLA ","ES","Sevilla"
"1276","E  SEVILLA03","UNIVERSIDAD PABLO DE OLAVIDE","ES","Sevilla"
"1277","E  SEVILLA04","CSM MANUEL CASTILLO DE SEVILLA","ES","SEVILLA"
"1278","E  SEVILLA05","UNIVERSIDAD INTERNACIONAL DE ANDALUCÍA","ES","SEVILLA"
"1279","E  SEVILLA06","ESCUELA SUPERIOR DE ARTE DRAMATICO DE SEVILLA","ES","SEVILLA"
"1280","E  SEVILLA07","IES HERMANOS MACHADO","ES","MONTEQUINTOS - DOS HERMANAS"
"1281","E  SEVILLA08","I.E.S. POLITECNICO","ES","Sevilla"
"1282","E  SEVILLA09","IES NÉSTOR ALMENDROS","ES","TOMARES ( SEVILLA )"
"1283","E  SEVILLA12","EUSA - ESTUDIOS UNIVERSITARIOS Y SUPERIORES DE ANDALUCIA, S.L.","ES","Sevilla "
"1284","E  SEVILLA13","IES LOS VIVEROS","ES","SEVILLA"
"1285","E  SEVILLA15","IES CRISTÓBAL DE MONROY","ES","ALCALÁ DE GUADAIRA "
"1286","E  SEVILLA17","IES CAMAS","ES","CAMAS"
"1287","E  SEVILLA19","COLEGIO SALESIANO SANTÍSIMA TRINIDAD","ES","SEVILLA"
"1288","E  SEVILLA20","IES PUNTA DEL VERDE","ES","SEVILLA"
"1289","E  SEVILLA21","I.E.S. " HELIÓPOLIS"","ES","SEVILLA"
"1290","E  SEVILLA25","IES MURILLO","ES","SEVILLE"
"1291","E  SEVILLA31","IES EL MAJUELO","ES","GINES (SEVILLE)"
"1292","E  SEVILLA37","COLEGIO SALESIANOS SAN PEDRO","ES","SEVILLE"
"1293","E  SEVILLA40","IES JUAN DE MAIRENA","ES","MAIRENA DEL ALJARAFE"
"1294","E  SEVILLA46","SAGRADA FAMILIA ÉCIJA","ES","ÉCIJA"
"1295","E  SEVILLA48","INSTITUTO DE ENSEÑANZA SECUNDARIA SAN JOSE DE LA RINCONADA (41003765)","ES","SEVILLA"
"1296","E  SORIA02","IES VIRGEN DEL ESPINO","ES","SORIA"
